article_index,Excluded?,coder_1,coder_2,coder_3,coder_4,notes
Comprehensive Economic Sanctions.42,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.43,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.44,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.45,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.46,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.47,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.48,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.49,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.50,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.51,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.52,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.53,0,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.54,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.55,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.56,0,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.57,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.58,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.59,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.60,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.61,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.62,0,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.63,0,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.64,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.65,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Comprehensive Economic Sanctions.66,0,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.67,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.68,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.69,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.70,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.71,0,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.72,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.73,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.74,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.75,0,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.76,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.77,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.78,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.79,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.80,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.81,0,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.82,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.83,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.84,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.85,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.86,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.87,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.88,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.89,1,KyraFox,dsolomon_ushmm,KyraFox,sascha.nanlohy,
Comprehensive Economic Sanctions.90,1,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
Comprehensive Economic Sanctions.91,0,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
Comprehensive Economic Sanctions.92,0,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
Comprehensive Economic Sanctions.93,1,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
Comprehensive Economic Sanctions.94,1,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
Comprehensive Economic Sanctions.95,1,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
Comprehensive Economic Sanctions.96,1,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
Comprehensive Economic Sanctions.97,1,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
Comprehensive Economic Sanctions.98,1,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
Comprehensive Economic Sanctions.99,1,KyraFox,dsolomon_ushmm,dsolomon_ushmm,tallandonine,
"Amnesty, Exile, or Asylum.01",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.02",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.03",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.04",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.05",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.06",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.07",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.08",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.09",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.10",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.11",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.12",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.13",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.14",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.15",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.16",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.17",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.18",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.19",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.20",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.21",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.22",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.23",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.24",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.25",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.26",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.27",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.28",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.29",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.30",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.31",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.32",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.33",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.34",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.35",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.36",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.37",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.38",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.39",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.40",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.41",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.42",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.43",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.44",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.45",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.46",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.47",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.48",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.49",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.50",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.51",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.52",1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.53",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.54",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.55",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
"Amnesty, Exile, or Asylum.56",0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.01,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.02,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.03,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.04,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.05,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.06,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.07,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.08,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.09,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.10,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.11,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.12,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.13,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.14,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Guarantees.15,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.01,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.02,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.03,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.04,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.05,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.06,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.07,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.08,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.09,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.10,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.11,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.12,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Diplomatic Sanctions.13,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.01,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.02,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.03,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.04,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.05,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.06,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.07,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.08,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.09,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.10,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.11,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.12,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.13,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.14,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.15,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.16,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.17,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.18,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.19,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.20,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.21,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.22,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.23,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.24,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.25,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.26,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.27,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.28,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.29,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.30,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.31,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.32,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.33,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.34,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.35,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.36,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.37,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.38,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.39,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.40,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.41,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.42,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.43,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.44,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.45,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.46,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.47,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.48,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.49,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.50,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.51,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.52,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.53,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.54,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.55,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.56,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.57,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.58,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.59,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.60,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.61,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.62,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.63,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.64,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.65,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.66,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.67,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.68,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.69,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.70,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.71,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.72,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Foreign Assistance.73,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.01,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.02,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.03,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.04,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.05,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.06,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.07,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.08,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.09,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.10,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.11,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.12,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.13,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.14,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.15,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.16,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.17,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.18,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.19,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.20,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.21,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.22,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.23,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.24,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.25,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.26,1,KyraFox,dsolomon_ushmm,KyraFox,tallandonine,
Security Assistance.27,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.28,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.29,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.30,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.31,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.32,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.33,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.34,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.35,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.36,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.37,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.38,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.39,0,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
Security Assistance.40,1,KyraFox,dsolomon_ushmm,tallandonine,sascha.nanlohy,
